TEXT,processed_text,SENTIMENT
"FOREIGNERS BE CAREFUL ABOUT LIQUIDS This is not a modern airport! It does does not have a normal security check. They scan bags at the entrance, then you happily buy overpriced liquids and coffee. BUT! There is again a bag scan right at the gate. So you can throw away all your liquids! Then you're waiting for your flight/spending the flight/ thirsty. Is this airport really in 2025??",foreigner careful liquid modern airport normal security check scan bag entrance happily buy overpriced liquid coffee bag scan right gate throw away liquid youre wait flightspending flight thirsty airport really 2025,Negative
Going through immigration/customs was a breeze then passed through security to access the gates. Went to the gates and found hundreds of ppl sitting on the floor waiting for some Asiaair rep to remove the No entry ribbon tape where then immigration officers check passport and boarding passes again. Seriously once should be sufficient and ppl should be allowed to sit in the gate area not on the floor of the Terminal.,go immigrationcustoms breeze pass security access gate go gate find hundred ppl sit floor wait asiaair rep remove entry ribbon tape immigration officer check passport boarding pass seriously sufficient ppl allow sit gate area floor terminal,Negative
"Why do foreigners need to apply for a Manila visa to fly from this airport to Manila and then transfer to Taiwan? The service of the staff is very bad, the counter lady on the morning of 2025/06/27! AK582",foreigner need apply manila visa fly airport manila transfer taiwan service staff bad counter lady morning 20250627 ak582,Negative
eldery people cant go into priority imigration and their work is so slow,eldery people cant go priority imigration work slow,Negative
"Airport is ok, just very dated, it looks the same as when I came here many years ago only the train it finally being refurbished,. A word of warning customs is inefficient with people just standing around distracting other officers, customs officers in the back using their phones when theres a huge queue. Im sure many have missed their flights due to this inefficiency as we almost did.",airport ok dated look come many year ago train finally refurbish word warn custom inefficient people stand around distract officer custom officer back use phone theres huge queue im sure many miss flight due inefficiency almost,Negative
Quite big and complicated. New electronic travel card required.,quite big complicate new electronic travel card require,Negative
"After spending 2 years to fix and replace the airport aerotrain, nothing had changed. Only 1 train is operating and it took us 15 minutes to travel to the other terminal.",spend 2 year fix replace airport aerotrain nothing change 1 train operate take u 15 minute travel terminal,Negative
"They don't allow to take water bottle in the plane, that is not good because some airlines sale sale water high price like air batik.",dont allow take water bottle plane good airline sale sale water high price like air batik,Negative
"Please check the employee for extortion of money. The girl was checking us in for the flight Kuala Lumpur - Bali 2.03.2025 AK 374 Departure at 18.20 At the check-in desk my husband asked for a seat next to us as usual. To which we were told - only for an additional pay But we arrived 2 hours before the flight, the plane can not be full. She told - No, you have to pay extra to sit together! We refused on principle because it is always possible. We have been flying Air Asia for 8 years. And always! ALWAYS we were seated together. The airport lady gave us seats at different ends of the plane as a matter of principle 34B and 6A When I got on the plane, I found myself sitting with two men. And my husband was at the other end of the plane with one woman and a free seat next to him. So there was at least a possibility that I could have been seated next to my husband. But for some reason, your employee decided to do this to our family. I could not sit with two strange men at the other end of the plane from my husband for family and religious reasons. I independently reseated myself and was able to be next to my husband for the entire flight because the seat next to him was FREE!!!!! And there was also plenty of free space on the airplane. The girl herself was wearing a headscarf, she is a Muslim. And I think she understood perfectly well how to act so that we would not be pleasant. I don't understand why she would do that. I'm counting that such an airport employee does not even deserve to clean toilets with such an attitude towards people. Please consider our situation and explain to your employees that they can keep personal animosities based on race, religion and other issues to themselves.",please check employee extortion money girl check u flight kuala lumpur bali 2032025 ak 374 departure 1820 checkin desk husband ask seat next u usual tell additional pay arrive 2 hour flight plane full tell pay extra sit together refuse principle always possible fly air asia 8 year always always seat together airport lady give u seat different end plane matter principle 34b 6a get plane find sit two men husband end plane one woman free seat next least possibility could seat next husband reason employee decide family could sit two strange men end plane husband family religious reason independently reseat able next husband entire flight seat next free also plenty free space airplane girl wear headscarf muslim think understand perfectly well act would pleasant dont understand would im count airport employee even deserve clean toilet attitude towards people please consider situation explain employee keep personal animosity base race religion issue,Negative
Cool place although it's a bit hard to get out of it xd Why level 2 and 2m? I don't know Passport control took forever. 1.5 hours of waiting,cool place although bit hard get xd level 2 2m dont know passport control take forever 15 hour wait,Negative
The slowest airport i have ever been to,slow airport ever,Negative
"Being waiting Grab for more then 45 minutes here on the Arrival Door 5 platform 2. I dont understand why the government of Malaysia allowing all the foreigners security control the entire Malaysia airport. They workings based on they main country culture not Malaysia culture, they just let Dow Malaysia culture not welcoming those turist whos visiting the country.",wait grab 45 minute arrival door 5 platform 2 dont understand government malaysia allow foreigner security control entire malaysia airport workings base main country culture malaysia culture let dow malaysia culture welcome turist who visit country,Negative
"shopping options are good but transiting between terminals is a headache, no clear information, had to ask help multiple times. also too many security checks eat away your time and immigration process is too slow",shopping option good transit terminal headache clear information ask help multiple time also many security check eat away time immigration process slow,Negative
"Worst immigration ever, they have bad and rude immigration officer",bad immigration ever bad rude immigration officer,Negative
smelly toilets and again the majority is just plain rude.,smelly toilet majority plain rude,Negative
Extremely rude staff treating passenger like dogs. Maybe they need a raise in salary. I ask the guy at L10 who was inspecting bags where I should go I have connecting flight which leaves in 30 minutes due to earlier flight delayed He ends up mocking me with rude tounge.,extremely rude staff treat passenger like dog maybe need raise salary ask guy l10 inspect bag go connect flight leave 30 minute due earlier flight delayed end mock rude tounge,Negative
Waiting 20 min just to get in the aerotrain to Terminal 3. Totally crowded. Why are you guys not running more trains? Highly recommend to avoid Kuala Lumpur Airport!,wait 20 min get aerotrain terminal 3 totally crowd guys run train highly recommend avoid kuala lumpur airport,Negative
"Very poor service at the airport. Staff are unhelpful and unprofessional. Overall, a disappointing experience",poor service airport staff unhelpful unprofessional overall disappointing experience,Negative
"Very good, but the officers are a bit rude.",good officer bit rude,Negative
Nice immigration officer but the Queue too long as seem to much indian coming in,nice immigration officer queue long seem much indian come,Negative
"We had bad experienced for the 1st time using MAS Flight, my wheelchair was off board from the flight at last minute. I don't have wheelchair from the airport to hotel.. Luckily double tree Shah Alam had courtesy to provide me wheelchair. When we arrived at KLIA, we find put or luggage cover was missing and luggage has sign being opened. Really upset eventhough using business class..not worth to spend 6k for 2 seats (me and wife). I'll avoid using MAS after this..",bad experience 1st time use mas flight wheelchair board flight last minute dont wheelchair airport hotel luckily double tree shah alam courtesy provide wheelchair arrive find put luggage cover miss luggage sign open really upset eventhough use business classnot worth spend 6k 2 seat wife ill avoid use ma,Negative
"It's like a normal airport with nothing special, however, the terminal is very confusing, the direction signs are not proper hence you end up asking people for direction..",like normal airport nothing special however terminal confuse direction sign proper hence end ask people direction,Negative
"Refurbishment of the terminals are long long due. Getting to the international departure gates still depend on busses. Despite being an international airport, where many transit, the corridors are narrow and seats are truly scarce. According to the latest announcement, the AEROTRAINs will be operational from 1 July 2025.",refurbishment terminal long long due get international departure gate still depend bus despite international airport many transit corridor narrow seat truly scarce accord late announcement aerotrains operational 1 july 2025,Negative
"Rude and racist male immigration officer, Mohd Faisul. Doesn't want to help when you ask a question saying ""if you don't know, how would I know?"" Tries to racially profile you regardless of your passport screaming at you ""go back, we don't want you in this country!"" First and very last visit.",rude racist male immigration officer mohd faisul doesnt want help ask question say dont know would know try racially profile regardless passport scream go back dont want country first last visit,Negative
"My recent experience at Kuala Lumpur International Airport (KLIA) was nothing short of frustrating. The immigration officers are rude and disrespectful, making an already stressful experience far worse. To be honest, it felt like the staff were completely uninterested in their job, and some even seemed to resent being there. In Malaysia, government jobs, including those at airports prioritize ethnic Malays over Indian and Chinese Malays. As a result, some government positions, such as immigration officers or airport staff, may be filled based on ethnicity rather than merit or qualifications. Due to this, individuals in these roles might lack the necessary qualifications or passion for the job, which can sometimes be reflected in their job performance and attitude. What really stood out was the slogan displayed upon arrival: We hope youve enjoyed our Malaysian Hospitality. Frankly, this felt more like an empty promise than a reflection of the experience I had. A service should speak for itself, but in this case, it was clear that overcompensating with slogans only highlights the gap between what is advertised and what is actually delivered. Given this experience, I will never fly with Malaysian Airlines or visit Malaysia again and I certainly won't be encouraging my friends or family to visit. Avoid countries that do not respect and appreciate tourist coming to help their economy!",recent experience kuala lumpur international airport nothing short frustrate immigration officer rude disrespectful make already stressful experience far bad honest felt like staff completely uninterested job even seem resent malaysia government job include airport prioritize ethnic malay indian chinese malay result government position immigration officer airport staff may fill base ethnicity rather merit qualification due individual role might lack necessary qualification passion job sometimes reflect job performance attitude really stand slogan display upon arrival hope youve enjoy malaysian hospitality frankly felt like empty promise reflection experience service speak case clear overcompensate slogan highlight gap advertise actually deliver give experience never fly malaysian airline visit malaysia certainly wont encourage friend family visit avoid country respect appreciate tourist come help economy,Negative
Immigration processes are to delay...,immigration process delay,Negative
"The worst and worst airport, the airport staff handling is NOT RESPONSIBLE at all. And LAZY!!!! There are transit passengers without being informed and just let them be. Very LAZY!!! Bad",bad bad airport airport staff handling responsible lazy transit passenger without inform let lazy bad,Negative
"The most unhelpful staff Ive ever encountered. KLIA2 staff are more friendly. I got my documents stolen and no one helped at all. Asked me to go all the way back to immigration carrying all my heavy bags. Terrible way of acting and talking to customers, no sympathy at all. Staff needs training to talk to customers who are already distressed. They shouldnt work in this industry",unhelpful staff ive ever encounter klia2 staff friendly get document steal one help ask go way back immigration carry heavy bag terrible way act talk customer sympathy staff need training talk customer already distress shouldnt work industry,Negative
"Not bad , food options suck",bad food option suck,Negative
The customer service are horrible here. I know you guys dont speak English because thats not your first English but its so rude the way you guys talked to me. I have seen bad reviews about this airport and Malaysia airline. wish I didnt use Malaysia airline so I didnt have to come here to transfer. I would never come to Malaysia again anyway!,customer service horrible know guy dont speak english thats first english rude way guy talk see bad review airport malaysia airline wish didnt use malaysia airline didnt come transfer would never come malaysia anyway,Negative
"It is very disappointing that my two elderly parents of around 80 years old were turned away from the priority counters as they were holding Malaysian passports. While the officer maybe right that there were counters for Malaysians, he was not sympathetic towards to the elderly asking them to walk further. My elderly parents were also not sure how to use the auto gates. There was no one to assist them. When we were asking about this, the lady officer-in-charge, came to his defence. While she blamed us for being unruly, her behaviour was also not professional. She kept saying we were trying to make them look bad when she herself was having problems managing her feelings. I hope and trust that the Malaysian Immigration could be more kind and understanding towards elderly passegers.",disappointing two elderly parent around 80 year old turn away priority counter hold malaysian passport officer maybe right counter malaysian sympathetic towards elderly ask walk elderly parent also sure use auto gate one assist ask lady officerincharge come defence blame u unruly behaviour also professional keep say try make look bad problem manage feeling hope trust malaysian immigration could kind understanding towards elderly passegers,Negative
Chaos in the traffic flow,chaos traffic flow,Negative
"It might be more appropriate to call it Kuala Lumpur Airport rather than 'International.' While the airport is generally clean and well-lit, the transit area is underwhelming. Wi-Fi connectivity is slow, and there are limited food and retail options. A significant upgrade or expansion is needed if the airport aims to keep up with other regional hubs. Additionally, the transport pick-up experience at Terminal 2 was a nightmare. The poorly designed two-lane pick-up area created severe congestion, and we ended up waiting over an hour just to be picked up. It's unclear who was responsible for this layout, but it clearly needs a serious rethink",might appropriate call kuala lumpur airport rather international airport generally clean welllit transit area underwhelming wifi connectivity slow limited food retail option significant upgrade expansion need airport aim keep regional hub additionally transport pickup experience terminal 2 nightmare poorly design twolane pickup area create severe congestion end wait hour pick unclear responsible layout clearly need serious rethink,Negative
Worst possible Immigration. Huge loss of time.,bad possible immigration huge loss time,Negative
Lousy airport. Passengers have to carry tonns of luggage and take lift to level 1 in order to take grab. Darn smart airport,lousy airport passenger carry tonns luggage take lift level 1 order take grab darn smart airport,Negative
I have also used this type of toilet...there is no rubber pipe which makes it difficult for Muslim users to be more confident whether it is pure or not.,also use type toiletthere rubber pipe make difficult muslim user confident whether pure,Negative
"Few seats/ places to sit/charge devices / activities for those transitioning to intl flights. Zero vegan food (only vegetarian options and most of them are not suitable for vegans, and the staff doesnt understand what vegan is). At least they had plant milk for coffee but its expensive. The staff at security checkpoints doesnt help with anything (not even ensuring the luggage line runs smoothly). Its clean and but thats about it.",seat place sitcharge device activity transition intl flight zero vegan food vegetarian option suitable vegan staff doesnt understand vegan least plant milk coffee expensive staff security checkpoint doesnt help anything even ensure luggage line run smoothly clean thats,Negative
"Exhausting.. you need to have atleast a year of airport work experience to just transit through this airport. It took nearly 2 hrs from landing to sitting down at our gate. So much is automated and so few staff members to help. So many more hurdles to jump such as filling in an MDAC, yes, we were asked to fill it in on-line at Siem Reap, but thought it couldn't possibly be for us as so many 'mandatory' boxes were irrelevant to us. However at the airport they insisted we filled it in with a bunch of false information i.e. address where we would be stay (had to put in an address provided.. which was the airport'saddress) a waste of time, as we felt we would miss our connecting flight. We also had to create our own baggage tags, then TWO separate baggage screenings - so unnecessary. So many queues, so many people, so much walking - just seems chaotic. Not my favourite airport.",exhaust need atleast year airport work experience transit airport take nearly 2 hr land sit gate much automate staff member help many hurdle jump fill mdac yes ask fill online siem reap think couldnt possibly u many mandatory box irrelevant u however airport insist fill bunch false information ie address would stay put address provide airportsaddress waste time felt would miss connect flight also create baggage tag two separate baggage screening unnecessary many queue many people much walking seem chaotic favourite airport,Negative
Gare C need more correct information,gare c need correct information,Negative
"Dine in Nasi Lemak in foodcourt at KLIA Terminal 2. Alhamdulillah finally I & my family dined in ""Oriental Kopi"" at KLIA Terminal 2 yesterday...without queuing.",dine nasi lemak foodcourt terminal 2 alhamdulillah finally family din oriental kopi terminal 2 yesterdaywithout queuing,Negative
Not disabled or baby friendly. Only 2 lines at immigration and extremely slow moving.,disable baby friendly 2 line immigration extremely slow moving,Negative
"One of the worst airports Ive ever been to. The staff were rude and unhelpful, and many shops were closed at night. There was only one place open for food and drinks, and the prices were extremely high.",one bad airport ive ever staff rude unhelpful many shop close night one place open food drink price extremely high,Negative
"Nice and friendly place... too bad the security is not very smart, because you have to take off your shoes even though there are no metal objects.",nice friendly place bad security smart take shoe even though metal object,Negative
"From the front lobby to gate Q17, my legs and waist are about to break.",front lobby gate q17 leg waist break,Negative
"Extremely slow immigration process and to get your luggage. You can count to spend 1,5 to 2 hours before you are out from this airport.",extremely slow immigration process get luggage count spend 15 2 hour airport,Negative
"The airport is quite big but there is no smoking area, so it's a bit complicated for my husband who is a smoker. Changi Airport, which is so strict, still has a smoking area near the gate waiting room",airport quite big smoke area bit complicate husband smoker changi airport strict still smoking area near gate waiting room,Negative
"I love Malaysia and have visited many times, but KLIA is honestly one of the worst airport experiences Ive ever had. We arrived as a family with kids (8 months, 3, 7, and 9 years old). The family/elderly lane was a joke the officer let some families with older kids go through, but told us only our 1 years baby can enter with his mother and the rest should go another Lane. When I asked why, he completely ignored me. It felt discriminatory and unprofessional. Immigration was a nightmare: 75 minutes in line just for slow biometric checks, while our luggage was left unattended off the belt. On the return back home, an immigration officer told us our family was too big and refused to process all six passports, forcing us to split up. I have never seen such behavior in any international airport. Most Immigration officers were too rude. To make things worse: Batik Air check-in staff were rude and lied about baggage weight, and duty-free prices were ridiculously overpriced (almost 3x more than outside). All of this happened in one single trip. For a country that wants to be a top tourist destination, KLIA is a serious embarrassment.",love malaysia visit many time honestly one bad airport experience ive ever arrive family kid 8 month 3 7 9 year old familyelderly lane joke officer let family old kid go tell u 1 year baby enter mother rest go another lane ask completely ignore felt discriminatory unprofessional immigration nightmare 75 minute line slow biometric check luggage leave unattended belt return back home immigration officer tell u family big refuse process six passport force u split never see behavior international airport immigration officer rude make thing bad batik air checkin staff rude lie baggage weight dutyfree price ridiculously overprice almost 3x outside happen one single trip country want top tourist destination serious embarrassment,Negative
"The airport should provide a video to make it easier for first timers or non-frequent flyers to know the step by step for check-in, drop luggage, which departure gate to enter (domestic/international), steps in the passenger scan section before entering the departure hall (remove all metal objects from the body; watches, glasses, rings,) before passing through the scanning tunnel, the door to go to to board the plane... As well as the facilities available after entering the departure hall... Especially the restaurant... So that if anyone is not happy with what is available after entering the departure hall... They can eat before that... Because there are more choices.",airport provide video make easy first timer nonfrequent flyer know step step checkin drop luggage departure gate enter domesticinternational step passenger scan section enter departure hall remove metal object body watch glass ring pass scanning tunnel door go board plane well facility available enter departure hall especially restaurant anyone happy available enter departure hall eat choice,Negative
Security procedures are very inconvenient Malaysia Airlines delays seem to be very frequent,security procedure inconvenient malaysia airline delay seem frequent,Negative
"Trains are going now but the luggage collection is still in works . Been to alot of airports this year, KLIA needs an upgrade",train go luggage collection still work alot airport year need upgrade,Negative
"The longest passport control at the entrance to Terminal 2, 1-2 counters for 200 people. And they are not in a hurry",long passport control entrance terminal 2 12 counter 200 people hurry,Negative
"Unarguably the most flaws design airport. Even India's small airport like Rajahmundry have better flow than this airport. The don't have toilet inside the boarding gate. We have to back and forth to go to toilet and scan boarding pass. I already told the imbecile staff that it's no need to do that. He tried to scanned it again and the light go red (stated already board). Even though he already do something wrong, he did the same mistake to my son behind me. What a waste a time and energy. Imbecile.",unarguably flaws design airport even indias small airport like rajahmundry good flow airport dont toilet inside board gate back forth go toilet scan boarding pas already tell imbecile staff need try scan light go red state already board even though already something wrong mistake son behind waste time energy imbecile,Negative
Poor signage within satellite terminal and main terminal re how to get from satellite to main terminal.,poor signage within satellite terminal main terminal get satellite main terminal,Negative
"As a foreign visitor, I see that the airport has gone downhill significantly over the years, especially the staff who are now incompetent, rude, and seriously unprofessional. Fruit of the ""New Economic Policy""? I don't know. Still not the worst in the world, but the decline is not negligible either.",foreign visitor see airport go downhill significantly year especially staff incompetent rude seriously unprofessional fruit new economic policy dont know still bad world decline negligible either,Negative
Waiting for immigration can be 2 hours,wait immigration 2 hour,Negative
Terrible shuttle service between KLIA1 and KLIA2. 10 mins frequency could be more than half an hour wait.,terrible shuttle service klia1 klia2 10 min frequency could half hour wait,Negative
Already been through security but water then theres another security checkpoint before boarding. Abit of a cash grab!,already security water theres another security checkpoint board abit cash grab,Negative
The airport may look nice but the immigration queue is so long because the staff begins chatting every few minutes and only a few counters function.. a lot of people had to jump the queue because they were about to miss their flight.. The immigration staff really needs improvement.,airport may look nice immigration queue long staff begin chat every minute counter function lot people jump queue miss flight immigration staff really need improvement,Negative
"That's great, but why are there so few immigration stamp officers? Maybe they're changing shifts...",thats great immigration stamp officer maybe theyre change shift,Negative
"With an understanding that their is a limitation of the liquids policy when going through security, however there is no facilities/ water station to be able refill reusable bottles. Having the water facilities when travelling is a real fundamental, to deny this basic is generally flawed! What an awful way to travel! Furthermore, the whole airport experience had excessive dependency on glitchy slow machines, which was tedious and frustrating. Scanning of tags for check in bags and boarding passes. Just creating unnecessary additional waiting times when you have to do a number of custom checks, immigration and departure security already in the first place. There needs to be ways to minimise waiting times, user experience needs to be simpler and the processes to be streamlined.",understand limitation liquid policy go security however facility water station able refill reusable bottle water facility travelling real fundamental deny basic generally flaw awful way travel furthermore whole airport experience excessive dependency glitchy slow machine tedious frustrate scanning tag check bag board pass create unnecessary additional waiting time number custom check immigration departure security already first place need way minimise wait time user experience need simpler process streamline,Negative
Understaffed passport control,understaffed passport control,Negative
"I thought this airport was better than my own country's airport, Jakarta, but it turned out to be worse. I was carrying a trolley and all my luggage spilled out because the concrete road had lots of holes, man... I only had it once and I won't transit again.",think airport good country airport jakarta turn bad carry trolley luggage spill concrete road lot hole man wont transit,Negative
"My domestic flight was delayed and was at the wrong terminal, I was told at the information centre! to take a taxi from Terminal 2 to 1 because that was fastest. I later found out that the train took 3 minutes and cost 15x less than the taxi, and because I missed check in by 5 minutes the greedy people at the info desk who sent me to the taxi woman sitting next to him made me miss my international flight. I later was wondering all over the airport and couldnt find anything because nothing is posted clearly or logically. Ive been in many airports and this has to be one of the worst",domestic flight delay wrong terminal tell information centre take taxi terminal 2 1 fast later find train take 3 minute cost 15x less taxi miss check 5 minute greedy people info desk send taxi woman sit next make miss international flight later wonder airport couldnt find anything nothing post clearly logically ive many airport one bad,Negative
"Rejected as a tourist here for unclear reasons even though my passport, return ticket, MDAC, other documents are complete but suddenly my passport has been stamped (blacklisted). The officers are very cruel and evil. I have been here 3 times on vacation but this time I was detained like a criminal even though I came here as a tourist not a worker. For the officers I pray that you will not be safe in the world and the hereafter I will mention you in a third of the night. I went there using energy and time. but it was made difficult even though the documents were complete. I really don't want the world and the hereafter.",reject tourist unclear reason even though passport return ticket mdac document complete suddenly passport stamp blacklist officer cruel evil 3 time vacation time detain like criminal even though come tourist worker officer pray safe world hereafter mention third night go use energy time make difficult even though document complete really dont want world hereafter,Negative
"Unfortunately, my experience at Kuala Lumpur International Airport was disappointing. Here are a few points that struck me negatively: 1. Strict baggage control, but not consistent: My hand luggage was accurately weighed, and even though it was only slightly over 6kg, I was told to pay extra. At the same time, the Malaysian woman in front of me, weighing almost 8 kg, was allowed to walk away - that felt unfair. 2. Poor Signage: Some gates had no numbers, which was extremely confusing. It was difficult to find the right path. 3. Lack of seating: There were no seats at the gate, which made the wait unnecessarily tiring. 4. Inadequate Toilets: The women's restrooms were a mess - I waited in line for over 30 minutes and when it was finally my turn, they were dirty. The men apparently had enough toilets as there were no queues. Unfortunately, the airport was the worst I've ever been to.",unfortunately experience kuala lumpur international airport disappoint point strike negatively 1 strict baggage control consistent hand luggage accurately weigh even though slightly 6kg tell pay extra time malaysian woman front weigh almost 8 kg allow walk away felt unfair 2 poor signage gate number extremely confuse difficult find right path 3 lack seat seat gate make wait unnecessarily tire 4 inadequate toilet womens restroom mess wait line 30 minute finally turn dirty men apparently enough toilet queue unfortunately airport bad ive ever,Negative
"We transited at KL International Airport on our flight from Hong Kong to Jakarta, but we couldnt find any single food court or restaurant. There was only one small caf.",transit kl international airport flight hong kong jakarta couldnt find single food court restaurant one small caf,Negative
Just to much fuss when in transit don't get all the need for needing a app for this bit confusing in where to go staff not much help too.,much fuss transit dont get need need app bit confuse go staff much help,Negative
"Horrible, just horrible!! The worst experience in my life, and I've been to many airports. Automation of everything is disgusting! Figure out for yourself why you can't go through the passport to go out into the city. Figure out for yourself the form to fill out. (Like a visa on arrival) Do the check-in yourself. (What if the phone is dead?) Although in my case there were problems with access to the Internet, also take this into account! Check in your luggage yourself. And if there is a problem, then figure out for yourself which line to stand in this time, and all the employees don't give a damn, even if you are seeing such automation for the first time!! We wanted to stand in line to see a real person first, but the road was blocked by a tape and people were not allowed in, although the registration was still ongoing :/ Now I am sitting in this ""wonderful"" airport and I hope that I did everything right and my luggage will not fly off to where it should not And for some reason another check before the gate, strange. It was terminal 2, we will never get a visa run here again The only plus is the cleanliness of the airport and fast customs control My advice to everyone who has not seen such automation ""do it yourself"" is to come for at least 3 hours, it's brutal",horrible horrible bad experience life ive many airport automation everything disgust figure cant go passport go city figure form fill like visa arrival checkin phone dead although case problem access internet also take account check luggage problem figure line stand time employee dont give damn even see automation first time want stand line see real person first road block tape people allow although registration still ongoing sit wonderful airport hope everything right luggage fly reason another check gate strange terminal 2 never get visa run plus cleanliness airport fast custom control advice everyone see automation come least 3 hour brutal,Negative
"I am writing to provide feedback on my recent experience flying to KLIA via Singapore Airlines. While I generally appreciate the quality of service on Singapore Airlines flights, I was disappointed with the airport experience at KLIA, especially considering this was not a budget flight. Although the airport is large and packed with many shops and eateries, there are a few areas that could be improved to facilitate smoother transit for arriving passengers. - These include having clearer directional signs/ large screen and more readily available information. Upon arrival, after disembarking from the plane, we were directed by a staff member..standing at the side, to go to Cxx for a transfer to the arrival hall. Rather than having a staff member saying out to those passengers embarking, there might be a chance people will miss that important message. - Wouldn't it be better to put up clear large signage at both sides of the walkway while we disembarked? - Would also suggest considering adjusting the volume of the announcement speaker with loud and clear information in English, Chinese, and Malay. The signage for this bus transfer was also unclear, and it took us a while to find the area just to queue for a feeder bus. Since this airport is named as an international airport, wouldnt it be better to have a basic international standard too? The situation worsened upon arrival at the arrival hall. The area was extremely crowded, and people are in queue of 2 -3 lines in a row....resulting in a queue of over an hour just to clear immigration. Very disorganized and messy, no one was there to direct the human traffic, which leads to all these mess. After clearing immigration, locating the correct baggage belt was challenging. The area was crowded, and there were only three to four luggage belts where you needed to walk near the belt to check on the medium-sized monitor screen showing which flight these belts are meant for. The screen flashed so fast with so many people trying to catch a glimpse of the information, which was rather frustrating, especially when there are different groups of people surrounding the area....some was like lost souls looking for directions, while some gather in between the way waiting for their friends, and you have those looking up and low for the right belt for their luggage. Literally, many passengers were visibly struggling to find their luggage, moving up and down, left and right. We only found our luggage outside the luggage belt area, where there was a sign with the SQ Airlines logo on the floor. There was quite a handful of luggage that was located there, which obviously most of those taking the same flight as us were still stuck in immigration. Imagine the time taken from the moment we disembark from the plane and just to get out until our luggage was left outside and not at the belt.... Navigating the airport area to find a Grab was also confusing due to the signage, much of which was in Malay. This can be rather challenging, especially after coming a long ""way"" out from immigration We thought maybe this is common for arrival passengers to encounter. Who knows, we must go through the same things going back. On our return flight, we were once again required to take a short bus to the departure hall. Furthermore, there were no water dispensers available after passing through the inspection gate, which was inconvenient. We have to endure our thirst till our flight takes off. As a tourist, the airport gives the 1st impression for passengers and how they are organized. This wasn't the kind of experience I was expecting from KLIA. Hope this feedback will be taken into consideration for future improvements.",write provide feedback recent experience fly via singapore airline generally appreciate quality service singapore airline flight disappoint airport experience especially consider budget flight although airport large pack many shop eatery area could improve facilitate smooth transit arrive passenger include clear directional sign large screen readily available information upon arrival disembark plane direct staff memberstanding side go cxx transfer arrival hall rather staff member say passenger embark might chance people miss important message wouldnt good put clear large signage side walkway disembark would also suggest consider adjust volume announcement speaker loud clear information english chinese malay signage bus transfer also unclear take u find area queue feeder bus since airport name international airport wouldnt good basic international standard situation worsen upon arrival arrival hall area extremely crowded people queue 2 3 line rowresulting queue hour clear immigration disorganized messy one direct human traffic lead mess clear immigration locate correct baggage belt challenge area crowd three four luggage belt need walk near belt check mediumsized monitor screen show flight belt mean screen flash fast many people try catch glimpse information rather frustrate especially different group people surround areasome like lose soul look direction gather way wait friend look low right belt luggage literally many passenger visibly struggle find luggage move leave right find luggage outside luggage belt area sign sq airline logo floor quite handful luggage locate obviously take flight u still stick immigration imagine time take moment disembark plane get luggage leave outside belt navigate airport area find grab also confuse due signage much malay rather challenge especially come long way immigration think maybe common arrival passenger encounter know must go thing go back return flight require take short bus departure hall furthermore water dispenser available pass inspection gate inconvenient endure thirst till flight take tourist airport give 1st impression passenger organize wasnt kind experience expect hope feedback take consideration future improvement,Negative
Aircon is not working in departure hall but working along the corridor to the toilet. Weird the departure lounge level 3 aircon is not working where all restaurant located. Corridor towards the gate is cramp when flight is delay. Restaurant mix are good,aircon work departure hall work along corridor toilet weird departure lounge level 3 aircon work restaurant locate corridor towards gate cramp flight delay restaurant mix good,Negative
Budget extra time for departure immigration. Queues were crazy.,budget extra time departure immigration queue crazy,Negative
"We flew with batik air. Check-in and the security checkpoint took minutes. Be aware that batik air seems to weigh your carry-on before boarding, and some people were stopped presumably to pay extra money for going over the maximum weight. Interestingly enough, even though we also went over our limit, they let us pass without paying. It feels inefficient for each gate to have its own security checkpoint, and it was confusing on whether we were boarding or not.",fly batik air checkin security checkpoint take minute aware batik air seem weigh carryon boarding people stop presumably pay extra money go maximum weight interestingly enough even though also go limit let u pass without pay feels inefficient gate security checkpoint confuse whether board,Negative
"The most unhelpful staff Ive ever encountered. KLIA2 staff are more friendly. I lost my documents in customs and no one helped at all. They kept blaming me saying u forgot it at immigration, although I told them it must be in the scanning area. Asked me to go all the way back to immigration carrying all my heavy bags. I went all the way to immigration to look for it myself, they didnt make any effort to call or find out anything. Went all the way and then finally they called saying they found my passport somewhere, exactly where I said it was - they just didnt want to check before. no apology at all and just asking wheres my location. No sympathy, rude tone - as if they didnt tell me I had to go all the way to immigration to get my document. Terrible way of acting and talking to customers, no sympathy at all. Staff needs training to talk to customers who are already distressed. They shouldnt work in this industry",unhelpful staff ive ever encounter klia2 staff friendly lose document custom one help keep blame say u forget immigration although tell must scanning area ask go way back immigration carry heavy bag go way immigration look didnt make effort call find anything go way finally call say find passport somewhere exactly say didnt want check apology ask wheres location sympathy rude tone didnt tell go way immigration get document terrible way act talk customer sympathy staff need training talk customer already distress shouldnt work industry,Negative
Slow and inefficient workers,slow inefficient worker,Negative
"Compared to KLIA2, the feeling is quite meh! Still",compare klia2 feeling quite meh still,Negative
"Not really. Very time-consuming, long waiting times, poorly organized. Waited about an hour for the stupid entry stamp.",really timeconsuming long wait time poorly organize wait hour stupid entry stamp,Negative
