TEXT,SENTIMENT
Good but big and very tiring to arrange,Negative
"I gave it one star because I can't give it one... This is the worst airport I've ever flown through, and yet I've flown through quite a few around the world: Singapore, Jakarta, Surabaya, Bangkok; I've never seen such a bad airport. There's no signage, the staff is unfriendly and absolutely unhelpful. The organization is incredibly dismal. And no one does anything to make your life easier, not to mention the distances, which are unreasonable. Nothing in this airport, in fact, is either pleasant or makes your life easier; quite the opposite.
I know of a more expensive ticket, but above all, avoid going through this airport if you have the choice.
This is the third time I've flown through here, and I hope it's the last.",Negative
"Customs was a bit slow and long queue, the men and women restroom are at either ends of the baggage carousel which is inconvenient when you're travelling with family or your partner",Negative
So-so,Negative
"It's chaotic. There needs to be better guidance on the lineup of passengers waiting to depart to NOT obstruct the pathway for arriving passengers. Simple physical or visual delineation creating separation of the two groups would greatly improve traffic flow.
Also, in the pick up area, passengers shouldn't be allowed to go to the outside lane and obstruct all incoming vehicles. Vehicles blocking the flow should be ticketed or encouraged to continue moving. No stopping in the outside lane",Negative
Aggressive bus driver for no reason,Negative
"The worst marked airport I've ever been to, the signs are misleading, it takes an hour to get out",Negative
Price of bottled water is real rip off. 6MYR (600ml) in the airport but 3MYR (350ml) in inflight.,Negative
"It might be more appropriate to call it Kuala Lumpur Airport rather than 'International.' While the airport is generally clean and well-lit, the transit area is underwhelming. Wi-Fi connectivity is slow, and there are limited food and retail options. A significant upgrade or expansion is needed if the airport aims to keep up with other regional hubs.

Additionally, the transport pick-up experience at Terminal 2 was a nightmare. The poorly designed two-lane pick-up area created severe congestion, and we ended up waiting over an hour just to be picked up. It's unclear who was responsible for this layout, but it clearly needs a serious rethink",Negative
"Instructions and signs are not clear, I have a premium ticket and we have to ask the staff to find the locket. We wasted 15 minutes looking for the right counter so we don't need to queue in the normal one which is sooooooo long. After dropping baggage, the immigration counter has 26 counters open not that many people but very slow! Slowest immigration I've been too! The coordination is bad. There are 2 queues. The first queue leads to 10 counters! The other queue only 2 counters! And I am in that line we couldn't see when we came because a lot of people, only realized when we're infront. No wonder our line is so slow and the other so fast. The staff should've seen and fixed it! The immigration staff is very slow too. It took 1 minute 30 second for 1 person to go through! In australia it only took 15 seconds! We came 3 hours early to enjoy the lounge. But just from luggage dropping to immigration it took us 1 hour and 30 minutes! My back hurts from standing too long. Please manage the airport better.",Negative
"the officers were rude and unfriendly. It was my first time in Malaysia and I was very culture shocked by the service provided by the airport officers. When buying a bus ticket, the officer made it difficult for me to pay 62 ringgit while the receipt that came out was 26 ringgit, I was cheated by the officer. The officer was rude and didn't smile",Negative
"I am writing to provide feedback on my recent experience flying to KLIA via Singapore Airlines.

While I generally appreciate the quality of service on Singapore Airlines flights, I was disappointed with the airport experience at KLIA, especially considering this was not a budget flight.

Although the airport is large and packed with many shops and eateries, there are a few areas that could be improved to facilitate smoother transit for arriving passengers.

- These include having clearer directional signs/ large screen and more readily available information.

Upon arrival, after disembarking from the plane, we were directed by a staff member..standing at the side, to go to Cxx for a transfer to the arrival hall.

- Wouldn't it be better to put up clear large signage at both sides of the walkway while  we disembarked?

- Would also suggest considering adjusting the volume of the announcement speaker with loud and clear information in English, Chinese, and Malay.

The signage for this bus transfer was also unclear, and it took us a while to find the area just to queue for a feeder bus.

Since this airport is named as an international airport, wouldn’t it be better to have a basic international “standard” too?
Not sure if the timing we arrived is a peak season but that day itself,the no.of passengers is not a joke.
The situation worsened upon arrival at the arrival hall.
The area was extremely crowded, and people are in queue of 2 -3 lines in a row....resulting in a queue of over an hour just to clear immigration.
Very disorganized and messy, no one was there to manage the human traffic, which leads to all these mess.
Good thing is the officer trying their level best to clear the queue.

After clearing immigration, locating the correct baggage belt was another challenge.
The area was so crowded, and there were only three to four luggage belts where you are required to walk near the belt to check on the monitor screen showing which flight these belts are meant for.

The screen flashed so fast with so many people trying to catch a glimpse of the information, which was rather frustrating, especially when there are different groups of people surrounding the area....some was like lost souls looking for directions,  while some gather in between the way waiting for their friends, and you have those looking up and low for the right belt for their luggage.

We only found our luggage outside the luggage belt area, where there was a sign with the SQ Airlines logo on the floor.

There was quite a handful of luggage that was located there, which obviously most of those taking the same flight as us were still stuck in immigration.

Imagine the time taken from the moment we disembark from the plane and just to get out until our luggage was left outside and not at the belt....

This can be rather challenging, especially after coming a long ""way"" out from immigration 😑

Thought we are only required to transit to the arrival hall as a 1 time off thingy.

Who knows, we must go through the same things even for departure.

On our return flight, we were once again required to take a short bus to the departure hall.

Furthermore, there were no water dispensers available after passing through the inspection gate, which was inconvenient.

We have to endure our thirst till our flight takes off.

As a tourist, the airport gives the 1st impression for passengers and how they are organized.

Hope this feedback will be taken into consideration for future improvements.",Negative
It's a big airport with lots of amenities and shopping options. Food is limited to asian food. Very few veggie options. I did not find Indian cuisine anywhere. The security and check in were easy and the airline staff including the other airport staff were helpful. They could make it more intuitive right from the entry gate. The gates are not very well placed. Passengers will face discomfort as early arrivers won't be allowed to sit in the lobby,Negative
"Arrival traffic...very, very disappointing...",Negative
"Automatic passport gates are extremely laggy. You have to ride bus numerous times to get anywhere. Everything takes ages. Every single airport in the world has the security check before shops except for this one.

Avoid transfers here at all costs.",Negative
Gate directly after security check. Not a single option to buy water/drinks after security.,Negative
"For some ridiculous reason they only place security for international flights just before the gate (gates C at least). This means you can't bring any water bottles on the flight - not even any that you just bought in the airport! And no chance to refill them post security either. So you have to rely on the plastic mini bottles they provide you during your upcoming 7+ hour flight. Wholly inefficient and wasteful in this day and age. I expected better from a modern hub like KL.

For the rest the main hall and transportation on site is fine.",Negative
"Ground staff not friendly, service staff not helping much.",Negative
"Immigration was extremely crowded for the flight arriving at 4pm in May after the end of the coronavirus pandemic.

By November 2011, it was back to normal.",Negative
"Such a far walk to C5

Note to self: never take AirAsia again

The mini security check is such a cluster frog. Talk about disorder and lack of luggage baskets.",Negative
Security takes your liquids before entering the gate and there is no water refill station inside. Very inconvenient for long international flights.,Negative
"This airport is quite good, but one problem is there are cockroaches in the bathroom, even though they are small, they still make it dirty.",Negative
"這機場外面很多私人計程車
會看你是外國人來跟你裝熟問你要不要搭車
之後多收五倍以上的價格
用跳錶計價
我被收了5000多元的台幣 大概是695令吉
車程不到一個小時
如果可以 就用APP叫車",Negative
"One of the worst airports ever to exist.  Domestic terminal 2- delays, leading to long waits with a lack of facilities. Two rubbish places to eat which are dirty, smell, miserable staff.  More prayer rooms than toilets !",Negative
No normal water facility and forex inside departure gates,Negative
I've never seen a place where migration is so slow.,Negative
"Getting out into the city after landing is quite a quest. I would never have thought that I would need to take a bus to another terminal to go through passport control and customs. The signs are extremely crooked 😅

Anyway, when I left, it was like I was in a different airport. A train running between the terminals (apparently at certain hours), everything is clean, tidy, the staff is helpful.

Mixed impressions….",Negative
"While leaving Kuala Lumpur Airport in Malaysia, the fearsome robber called the Malaysian police and checked my passport, checked me, took my $1200 and 5500 ringgit, said he would take me to the office, and took me to a ladder. When I asked for my ringgit back, he hit me, kept 900 ringgit and returned all the ringgit and dollars. I am in a panic and a terrible situation. I have been to three or four countries before, this does not happen. What kind of danger did I get into when I came here for three days?",Negative
airport is fine and everything works smoothly but there are too many announcements. very annoying and over stimulating,Negative
SYSTEM DOWN .. COLLAPES ALREADY ..,Negative
"Disgusting airport, not only is the gate system not thought out and when you change gates you have to re-check in, it's a 20 minute run. There are no announcements. All the water you buy after the test you end up throwing away. The staff goons are not helpful at all. Half of the signs are not clear and it is easy to get lost. And yes, teach the airport staff to do alerts in English properly. It's just mockery. 5 alerts and not a word is understood at all. Too bad I can't give 0 stars",Negative
"When I arrived at the airport and checked in, I thought it would be easy to get out of Kuala Lumpur. So I bought two bottles of water for 3,000 won each at a cafe~
Before boarding the plane, they thoroughly inspected the water again and I had to throw it away ㅠㅠ
There's no place to use cash~ There's no bathroom in the departure hall. This is my first time in a place like this.",Negative
"Exhausting.. you need to have at least a year of airport work experience to just transit through this airport. It took nearly 2 hrs from landing to sitting down at our gate. So much is automated, and very few staff members to help, so when something goes wrong - like when the self bag-drop off machine stops working.. with one of our bags halfway through the conveyor, we were left for ages, not knowing what to do. So many more hurdles to jump such as filling in an MDAC, yes, we were asked to fill it in on-line at Siem Reap, but thought it couldn't possibly be for us as so many 'mandatory' boxes were irrelevant to us. However, at the airport, they insisted we filled it in with a bunch of false information, i.e. the address where we would be staying (had to put in an address that they provided.. which was the airport's address) a waste of time, as we felt we could miss our connecting flight. We also had to create our own baggage tags, then TWO separate baggage screenings - so unnecessary. There are so many options of queues without clear instructions, so many people, so much walking - it just seemed chaotic. It's not my favourite airport. If we weren't so tired.. we had been travelling all day, I would have said a pretty average airport.",Negative
My tung tung tung sahur was not happy that I have to wait 2 hours more,Negative
"The organization is good, in departure mode, although there are few travelers. However, it's dirty and somewhat rundown.
The restrooms are okay. Lack of modernity compared to the modernism displayed in downtown Kuala Lumpur.
Needs interior design.
I didn't expect it to be like Singapore airport, but better nonetheless.

In arrival mode, it's indeed confusing 🤷‍♀️ where's the luggage??? And if you're arriving from a two-hour flight and have a jet lag, it's very complicated.
Nothing or very little is written.

The taxis are all waiting to take you and charge you €30 to get to the center; I'm surprised they pay that much.
In fact, I paid €17 to get there via booking, and it was perfect 👍",Negative
Immigration officers are so rude and unkind without any reasons.,Negative
"I fly international quite a bit. KL airport is one of the few that I've flown out of that does not permit you to fill up a bottle of water at a water dispenser in the airport and bring it on the airplane. This appears to be a rule just for international departures, because when I flew domestic out of KL I could fill up a bottle of water and board with it. Also, the security staff working at Gate C33, where I boarded, were a bit rude.",Negative
"Extremely long waiting time at passport control!
For EU citizens there are automatic controls, but because of our stroller, we can't use them. Because of the stroller we were also told, we're not allowed to use the priority lane, despite one of our young kids being under 2 (which would be the requirement, according to the sign).
Only a handful of open counters (plenty more would be available, but aren't being serviced) are serving several long lines of waiting passengers.
It's been over 45 minutes for just over half the length of our line. Great fun with little kids...",Negative
"First and Last Time!

It's my first time in Malaysia, traveling from Abu Dhabi. As a UAE resident, I take pride in the excellent regulations we have. However, I had a very disappointing experience at Kuala Lumpur Airport with a police officer named Azhar, who was checking baggage. He removed several of our items, including our shower gel, face wash, moisturizer, perfume, mouthwasher (almost finished the bottle)and even drinking water as well. My wife and I have never encountered such treatment at any airport before, and we were shocked to learn that these items are considered ""non-carryable"" on flights, the things cost more than 500 AED, very disappointed, and will never come again worst experience ever.",Negative
"What an absolute useless airport, no buses to get to KL, only terminal shuttles. Also why in the world would you price the train to KL more than the price of a grab? Who runs this place? Btw, get rid of the Starbucks 🇵🇸",Negative
"over years klia I & klia II has been quite the smooth transportation for flyers both domestic and international. unfortunately there also were some unpleasant experiences many flyers had encountered or witnessed. personally often noticed such unpleasant incidences happening, for example, 2 ineffectively handling at heavily heaving airline check-in counters ( a python long queue today),  on-going passengers at transit train between terminals ( in the mean time the sky train rosak that airport authorities addressed the issue with buses yet effective though), at the immigration (remember seeing poor innocent south asians were shouted to and treated with discriminative manners, rude and loudly likely a racial verbal abuse. it was a moment of unbearable injustice towards humanity), at baggage claim, at security checks or even at Whsmiths, ffs. today it was still leaving flyers compromising authorities were seemed proactively dealing with situation. Only One part still looking ugly and disgusting, most are from the people who occupied there, is the pick-up and drop-off area in front of arrival and departure terminal. what a marked down.",Negative
"The customs officers were very serious and had a very bad tone! The immigration process was very, very slow... The signs for the shuttle bus after getting off the plane were unclear! Not a good impression of this airport!",Negative
The worst airport ever! The number immigration office officers are not enough to serve the passengers. So many passengers need to rebuy the tickets because they missed their flights!!! The immigration is so slowwwwwwwwww,Negative
"This is the worst airport I have ever traveled (Had flight in March'25 from KL T1). Every eatery was closed at just 9pm, why? Security lady before boarding the flight was so so rude; screams at seniors, kids and everyone there for no reason. Definitely needs 'how to be kind' sessions! Made everybody throw their water before boarding the flight, where do we get water now?? Just opened all bags and ran her hands across everything for no reason. What was the point of going through passport control, security check if they just want to torture us before boarding the flight. Pathetic airport and their staff!!!",Negative
I actually remember the airport as being great. But it's not that way anymore. There's only one drinking water machine at the C Gates. And it's broken. The paths and signage have also gotten worse.,Negative
Pretty run down and be prepared to walk long distances as its train services have been down for many years now.,Negative
"this is a beautifully designed airport with some not-so-beautiful features that mostly have nothing to do with it like people breaching no smoking pick up/drop off area rules :/ but i do have issue with the aerotrain only working once every 10 years

klia2 is okay i guess (so much better than perth take notes)",Negative
"My recent experience at Kuala Lumpur International Airport (KLIA) was unfortunately extremely disappointing.

Firstly, the staff were generally unfriendly and appeared to have minimal understanding of English, which made basic communication difficult to impossible.
More critically, there was a noticeable general incompetence across various functions. Staff seemed unable or unwilling to perform their duties, such as overseeing passengers and maintaining order in the queues. An additional major point of inefficiency was the self-service process: I was directed to the scanner by immigration staff, only for the scanner to then instruct me to return to the immigration counter, causing further unnecessary delays and frustration.
I repeatedly observed an absolute lack of professional supervision, where people were simply allowed to cut in line or where queues dissolved into chaos without any staff intervention.
This combination of poor (and by times even disrespectful) customer service, language barriers, and failure to enforce basic operational procedures led to unnecessary stress and delays. It's clear that KLIA urgently needs to invest in significantly better training for its personnel, focusing on customer service, language proficiency, and core job efficiency.

If I could give 0 stars, I would!",Negative
"Such a far walk to C5

Note to self: never take AirAsia again",Negative
Worst immigration que,Negative
"Should’ve implemented hand bidet in every toilet. No need to desperately trying to win the westerners by diminishing it. Promote our own culture, not fall into their style",Negative
"Good facilities but the food really needs some improvement, very poor and bland vegetarian options.",Negative
Terrible queues at immigration counters. For international departure gates make sure to arrive at least 3-4 hours ahead of flight.,Negative
"Aerotrain took years to maintain. MAHB why so slow?? To go to Terminal C, have to take bus from the MTB.",Negative
"There is order in the chaos. Although it is not very new, it is generally okay. Only the location of the toilet is a bit inhumane.",Negative
"Poorest airport of world; doesn't have anything and amenities. Not proper lounge.
They have lounge outside security check🤦, then they don't have any charging point at any location. They made one or two location but only two person can put two things on charge. After the security check there's one more security check on gates starts. Seating area opens only around 1 hour before the boarding, before than They keep close; They made trolley but it's not allowed in escalators. Washroom located in east and west and north and south so far with 4-5 person(max to max) can use.",Negative
"I recently traveled to Malaysia with my family, including young children, and was extremely disappointed by the poor management at the airport upon our arrival.

After our plane landed, we had to wait for two full hours just to get through immigration. The lines were incredibly long, and there were no clear directions, very few staff members to assist, and an overall lack of organization in managing the arriving passengers. My children and elderly family members were forced to stand the entire time, which was both exhausting and unacceptable after a long flight.

I expected better from a major international airport. There was no prioritization for families with children, no proper communication, and very little effort to speed up the process. It felt like the airport was completely unprepared to handle the volume of passengers arriving.

My advice to the airport management: Please improve the arrival process by increasing staff at immigration counters, organizing separate queues for families, and providing clearer signage and communication. Travelers come to Malaysia expecting hospitality and efficiency — unfortunately, this experience was neither welcoming nor efficient.

I hope my feedback will be taken seriously to ensure a better experience for future visitors.",Negative
"While leaving Kuala Lumpur Airport in Malaysia, the scary robber called the Malaysian police and checked my passport, searched me, took my $1200 and 5500 ringgit, said he would take me to the office, and took me to the stairs. When I asked for my ringgit back, he beat me, kept 900 ringgit and returned all the ringgit and dollars. I was in a panic and a terrible state. I have been to three or four countries before, this has not happened. What kind of danger did I experience when I came here for three days?",Negative
"The nation's pride and joy needs to be updated. It is looking really dated and tired compared to other international airports. There is very limited vibrance as compared to the rest.

Aerotrain is still out of order. Taking busses to the satellite building is like aged old way of moving in the airport. First and business class passengers have a separate bus which has larger and lesser seats. However, the exhaust is still an issue. Only MAS passengers get the i5 via the same place. Service however is good. The bus is at the G gates and there is a personnel who chaperones passenger to the busses. There are also coffee machines and comfy sofas at the bus area. Don't quite understand rationale for this as who ever that is already there will very likely want to get to the satellite building lounges quickly. Hence, no one can be seen there save and except for staff.",Negative
"The local flight delayed by 3 hours and as compensation they provided meal, that too non veg. What about international traveller's who are pure vegeterian, nothing. Once you reach the gates there are no proper food options and then you keep everyone waiting for 3 hours. On top of that there was a gate change too and additional inconvenience.",Negative
Beautiful airport but everything is far apart and directional signage is not clear. I accidentally left my small bag at one of the many security checks (3 security checks with Xrays after arrival?? Why??) and the security guard meters away was not helpful at all. Sarcastic immigration officer. I will avoid using this airport again.,Negative
There should be 0.1 stars to press.,Negative
"The airport is quite large and has all kinds of shops, but it's very far from the city. It takes between one and two hours to get there, depending on traffic. The signs also leave something to be desired.",Negative
"The slowest passport control ever. Waited in a long queue to reach the desks only to be told to go out and register online. What's so unacceptable is the questions are basic form to fill that could have been registered in the desk with additional unnecessary info. Then you stand again in line for the passport control. Everyone seemed lost and there was no help at all from airport personnel, I wonder how terrible this is for old people or those who can't connect to the internet. Not the best start for tourism in Malaysia, let alone the additional charges added by the government for tourism.",Negative
"Inconvenient airport:
1. there are no normal places to rest in the hall before going through passport control,
2. there is only one place where you can drink water for free (or rather, I found only one) and this water machine still needs to be found, there are no signs for it.
3. Incomprehensible navigation.",Negative
"I must say is chaos, I was queuing at the counter and you see passengers jumping queue with the blessings of air Asia staff because she say their flight is going to depart. The best part the four passengers take up so much time and arguing with the check in staff that I don't think they are in a hurry. There is another four European passengers behind me keep jumping and cursing at the queue jumper. They scold the air Asia staff that that is the worst airport that they fly and the staff told him thank you. That make things worse and he got more annoyed. I am wordless.",Negative
"Flying from Singapore to KL, the difference cannot be more stark. The KL airport experience consists of long walks, a bus ride to the main terminal, and an immigration line that takes forever.",Negative
"One of the worst airports I have ever been to, extremely slow. We were told to wait for transit check in at 2am, 40 minutes later and everyone is still waiting in line. Why do we even have to stop here of all countries",Negative
"Came here on the terminal 2, which is used only by air asia. With all due respect, i know that air asia is a budget airliners, and i'm well aware that i cannot ask much for a terminal that serve low cost carrier. The building and facility is great, no complaint about that. It is clean, bright and spacious. However, it seems that the staff are not quick enough or they are short staffed. Queuing line becomes very-very long, check in can be done with automated machine, however many of the passengers are confused and cannot do it properly. Imigrations are done manually, no automated gate for foreigners.

Water dispenser also almost all-empty, while walking to my gate, i came across about 4-5 water dispenser, and wished to refill my bottle, however all of it were empty.",Negative
"Bad service,so this is how it goes,we were told to go to terminal 14,and after workers came,they started to tell us to re-cue again and started shouting loudly to us  bad service would never come again",Negative
"Good, but the Identity checkers are not very friendly",Negative
Useless aerotrain,Negative
"More than 2 hrs waitung on Immigration.
Doesn't seems that Malaysia is welcoming visitors!",Negative
I want to give zero star to this airport. My brother and his friends wanted to visit Malaysia. He booked a trip for 4 days with his friends. They had confirmed ticket for a round trip. The custom held their passports and are holding them at the airport and not giving them an entry. It’s been 2 days and they have been sitting at the airport. The people working at the airport are fraud and demanding $100 from travelers. The police are holding on to every traveler passport. People are traveling from other countries and the police is demanding money and sending people back to their countries. If they are recording the police at the airport is checking their phones and deleting their videos. I am leaving a review so more people can be aware of the fraud that is happening at this airport. Please don’t travel to Malaysia. They are fraud. Not a country for travelers. PLEASE STAY AWAY FROM THIS COUNTRY!!!!!!!!!!!!!,Negative
"the airport can be better.
8am monday morning, no aircond, no information counter...
generally wham bam thank you ma'am airport.
but that what's what low cost is all about i guess",Negative
"Very sad, like to let klia managmen know that, klia toilet is stinks. The foreign worker really can't perform the work. This morning 8am close the male & female toilet not allow customer enter is very bad shouldn't close the whole toilet. Do u know the early morning got so many customer in klia? Not necessary u must close them can do the cleaning right? Hope the management can look in to this matter. Also hope the toilet can do  renovation the toilet.",Negative
Airport positively. The transport from the GRAB application was very poor. It did not reach us. Regular taxi to the center 117zl almost 56km from the airport near Petronas,Negative
"The organization is good, in departure mode, although there are few travelers. However, it's dirty and somewhat rundown.
The restrooms are okay. Lack of modernity compared to the modernism displayed in downtown Kuala Lumpur.
Needs interior design.
I didn't expect it to be like Singapore airport, but better nonetheless.

In arrival mode, it's indeed confusing 🤷‍♀️ where's the luggage??? And if you're arriving from a two-hour flight and have a jet lag, it's very complicated.
Nothing or very little is written.

The taxis are all waiting to take you and charge you €30 to get to the center; I'm surprised they pay that much.
In fact, I paid €17 to get there via booking, and it was perfect 👍",Negative
"Food is meh.
Water Fountain found in P gate section",Negative
"Biometric machines at the immigration not working properly, lengthy customs clearance process as all larger bags need to go through a scanner again",Negative
Quite big and complicated. New electronic travel card required.,Negative
There is nowhere that sells post stamps here. Only a mail box at level one.,Negative
Not opening the inner lane causes traffic congestion,Negative
"The interior is dated, the traffic flow is complex, the staff are inconsiderate, the restrooms are filthy, the interior decor is dated, and the lighting is dim.

It's hard to imagine how a country like Malaysia could have such a poor and disgusting airport.

While walking through the airport, the shuttle bus honked several times, which was extremely unpleasant. If you're traveling with young children, they'll definitely be frightened and cry.",Negative
Rude staff during the security check. The airport should properly train courtesy to the security staff before scolding people. Worst experience for an international airport ever. Will avoid this airport again in the future.,Negative
"The worst airport I've ever had. We were flying out of gate L and it was a nightmare. The air conditioning in the entire wing is practically non-functional - it's so hot, people aren't allowed into the waiting rooms at the gates behind the glass, they're empty. Everyone ends up sitting in the hallway and even on the floor because there aren't enough seats. You have to stand in line for half an hour to get to the women's restroom, and you end up in a stall with a hole in the floor and all covered in water. It's very surprising that such a progressive city has such a disgusting airport.",Negative
Friendly but there are a few toilets and water refills and some water refills are broken💔,Negative
"Poorly designed, hot, smells, people walking around barefoot and cleaning their feet in the toilet sinks",Negative
Such a far walk to C5,Negative
"KLIA smoking room at Gate C is falling apart. Poor ventilation, broken aircon system, filthy.",Negative
Burger King is gone! The Aeortrain is yet to be fixed. Many years already. Maybe tunggu kiamat kot,Negative
"I don't know if T1 is better, but flew off from T2 and the system really needs more work and thinking through.

Starting from the immigration gates, we were all directed to use the e-gates. There were Chinese tourists who were stuck, and they couldn't understand the error message that was in English. But there was not a single staff present? How can such gates be left unattended?
All other tourists behind were left stranded.

After the e-gates, our bags were scanned. So we emptied out all our water.

In the departure hall we spotted water coolers so we refilled our bottles.

As we were walking to the gate, there was suddenly another security screening?? And so we had to empty our bottles again??

Guess what, the water coolers at the boarding gate were not working.

Passengers at T2 are on budget flights with no beverages. We needed the water.

Also, the whole airport smelt of vomit and pee.

I don't think KLIA is anywhere near calling themselves an internationally recognized airport. Not by a long shot. If someone from KLIA is reading this, please take this feedback seriously to improve your airport.",Negative
"Der langsamsten verplanteste Flughafen, wo wir jemals waren.
Legen jemals ihre Regeln anders aus.
Du kaufst Getränke und musst sie dann am Gate wegschütten, genauso eine Kinderschere wegschmeißen die davor durch 7 Flüge auf dieser Reise ok war.
Das Personal war auch extrem unfreundlich vor allem bei der Immigration und dem Security Check. Leider das komplette Gegenteil zu Singapur.",Negative
"It's still a great airport that meet the customers demand, but there are some run down facility and hardware, such as aged carpet with visible discoloration at the arrival hall, and some run down toilets with dim lamps.

However the immigration section has been improved to cater the huge crowd of tourists. That's a good thing. Nevertheless, the custom checkpoint no longer provide the green zone for people with light luggages to walk thru. Everyone has to queue up to pass thru the custom checkpoint, where the officers will randomly pick any large luggage to scan for taxable items. So, be prepared for that.

By the way, the departure hall do not have any water dispenser for you to refill your water bottle. You have to buy water with a sealed plastic bag (the bag is not free), in order to take it into the waiting hall. This is allowed by security check at the waiting hall.

The new aerotrain ride between the satellite building and main building was good. Albeit it is a new train, there were a few events of disruption due to technical glitch (via news portals), so be prepared to take the buses again.",Negative
"Check-in takes ages, every passenger seems to be a problem. To get to the C4 gate, you need to take a bus (and you must hurry, because check-in takes ages), and then right before the gate there is a security check. If you have water in a reusable bottle, you have to go to the bathroom to pour it out. And it’s actually a good idea to go to the bathroom before the security check, because after you’re in the gate waiting area, there is no bathroom.
Worst experience ever.",Negative
Worst Airport.. No Basic Facilities like Drinking water filter 😕.. We Have to Take Water by Paying Huge Amt..,Negative
I was sitting at the corner waiting for my flight. The cleaner just push the cleaning cart towards me until almost hit me then he walked away.,Negative
Thankyou Airport Malaysia for broking my collection toys inside my luggage. Hopefully if your son or daughter have toys and someone broke it. I hope you don’t be mad also. Karma is exist.,Negative
絕大多數當地人不懂英文及普通話及粵語，求助非常困難，而且機場也沒有免費USB充電提供，當手機沒有電時，求助無援，廁所沒有坐廁，也沒廁紙，也沒洗手液提供，衛生情況非常欠佳，連機場是如此，是馬來人的習慣吧，希望有關政府可以正視問題！,Negative
"Airport staff are really the worst here. All eligible countries that are allowed to use the e-gate were forced to use the immigration line, but there are very few staff at the immigration line to manage it. On top of that, when going to the nearest immigration counter the staff was rude and said ""this one is only for business class"" even though the line was empty. So you ultimately have counters that are over capacity cause they have implemented a e-gate system that doesn't work and a set of counters that have staff and no users cause they don't have the right ""boarding pass"". Airport itself is okay, but the operations are a disgrace to such a beautiful city. KLIA Do better. For anyone flying through, ensure you take extra time in case the airport is busy and systems are not working as expected.",Negative
so god damn disorganised,Negative
Terrible management,Negative
"Had one of the worst experiences at KLIA . There are absolutely no restaurants while waiting for your flight. Also, the security check people have some weird rule of not carrying liquids more than 100 ml/gm as cabin baggage. Half the things which they sell in the lounge  are more than 250 gm/ml. Very badly run airport.",Negative
"Feels average for an International airport. Certain areas looked run down, like the Eraman shops on the way to the gates, the baggage inspection section before the gates. The lighting at most area are quite dim, some not working ,and flooring looks bad ( chipping , and many reworked areas). On the good side, the staff is effecient with the large crowds.",Negative
"The immigration customs was extremely slow, which proved that we had indeed arrived in a Southeast Asian country.",Negative
"I flew Malaysian airlines, changing from the Malaysian Airlines international terminal to the domestic terminal and it took me 30 mins to get from one to the other because of a bus ride and customs.  On the way back, it took me 45 mins.

The whole experience was pretty stressful and I'd never want to do it with children in tow.

I've flown through other airports with tighter connections and the organisation of the arrival to departure gates was better considered and not nearly as stressful.",Negative
"I love Malaysia, but the experience with the immigration department at KLIA1 was very disappointing. The staff were unnecessarily rude both on arrival and departure. It left a bad impression and needs urgent improvement. Malaysia is a beautiful country, and I sincerely hope this can be addressed to make the entry and exit experience more welcoming.",Negative
I am so surprised so many people queing for imigration. I have been queing for 1.5 hours. I think they have to add more staffs.,Negative
Crowded and waiting for more than an hour to get your passport stamped. The staff's behavior and mannerisms ×,Negative
Disrespectful officers at TSA. The worst airport in the world! No proper restaurants,Negative
"The worst experience ever.
So it is not possible to understand where to go, you need to stand in lines and ask when your flight might leave without you.

The worst transfer ever, is it so difficult to write signs ? Is it so expensive to let people know where they are?",Negative
"The entry aisle is very long, the Chinese service is insufficient, and the service attitude of the staff is very good. The food in the departure hall has a low CP value, plus taxes and service fees. I bought duty-free cigarettes but felt the quality was not good.",Negative
Imegration very slow,Negative
"Very bad service, organization and slow procedure, we had to wait 5 hours to get out of the airport because of the very long unlimited infinity line while doing the passports check even though we already had the visa application ready to go.",Negative
Please repair the Aerotrain a.s.a.p. The shuttles do not represent the Airport as a reputable International Airport. ☹️,Negative
"Everywhere long waiting times, including two separate security checks one at the gate, train ride, making it very stressful. Not well managed. Very few toilets. Even though I came very early I barely made the door and had to drop all liquids as the security check is done at the door and there is nowhere to poor the water, you have to walk back to far away toilet. Not a good experience in general",Negative
"On June 16th, around 4pm: when I first landed on imagination gate, the passport checkers seemed don't know what to do their job. They asked us to go to this or that officer to check the passports. Like.... 🤷‍♂️who do you want me to get my passport checked? They look unprofessional more like playful. Work on that!!!!

Oh, one more thing, I did say thank you wth a smiley face 😊 after they handed me the passport but they be like 🗿",Negative
"Had a very unpleasant experience. The staff insisted I pour out my liquids in the toilet, even though the sign clearly stated to dispose of them in front of the scanner. Additionally, there was no water dispenser available in the waiting area.

Certainly this bin is for illustration purpose only.",Negative
"Extremely rude and unprofessional immigration staff with a terrible attitude.
This is many tourists first impression and first point of contact with the people of the country they’re entering, and it is not ideal to be treated in such a manner here.
Make sure you have all your documents in line is all I can say, and if you’re traveling together be prepared to be yelled at to go to separate desks each.
What is the point of the mandatory digital arrival card when they ask you every single question 20 times again and ask for proof?
Had a great time in Malaysia otherwise but this certainly ruined our first impressions. Makes you less likely to visit again having to deal with this

On a side note - Beware of the scammy airport workers by bag claims from who I literally had to pull my own luggage away from because he wanted to scam me by 'helping' and undoubtedly asking for payment at the end. How the hell does management allow such people to work at the airport?",Negative
Painful experience using the computers to do a pre authorisation for entry! No people around to help you and you have to do it unless you did it already before you arrived!!,Negative
